,Text,entity_Label,entity_kb_id
0,"-7  ,..'7^""r",ORG,https://www.wikidata.org/entity/Q4644235
0,J. .L~,PERSON,https://www.wikidata.org/entity/Q61759753
0,mina,LOC,https://www.wikidata.org/entity/Q124714
0,col,LOC,https://www.wikidata.org/entity/Q2231510
0,AI,LOC,https://www.wikidata.org/entity/Q25228
0,A.. »M,PERSON,https://www.wikidata.org/entity/Q178653
0,CU,LOC,https://www.wikidata.org/entity/Q241
0,L,PERSON,https://www.wikidata.org/entity/Q1043
0,Lo,LOC,https://www.wikidata.org/entity/Q34442
0,L,PERSON,https://www.wikidata.org/entity/Q1043
0,"4 .,-.,. 4",ORG,https://www.wikidata.org/entity/Q2743658
0,O,LOC,https://www.wikidata.org/entity/Q23397
0,AL(4295,LOC,https://www.wikidata.org/entity/Q222
0,i • o,PERSON,https://www.wikidata.org/entity/Q92758361
0,IL,LOC,https://www.wikidata.org/entity/Q801
0,A,LOC,https://www.wikidata.org/entity/Q48
0,rada,LOC,https://www.wikidata.org/entity/Q34442
0,Me,LOC,https://www.wikidata.org/entity/Q96
0,"AIA-C''' -A•I""k",ORG,https://www.wikidata.org/entity/Q701338
0,D,ORG,https://www.wikidata.org/entity/Q2013
0,À,LOC,https://www.wikidata.org/entity/Q48
0,L,PERSON,https://www.wikidata.org/entity/Q1043
0,A,LOC,https://www.wikidata.org/entity/Q48
0,SI,LOC,https://www.wikidata.org/entity/Q215
0,6(W,LOC,https://www.wikidata.org/entity/Q1741
0,A,LOC,https://www.wikidata.org/entity/Q48
0,t. • -e--,PERSON,https://www.wikidata.org/entity/Q24681058
0,SO,LOC,https://www.wikidata.org/entity/Q1045
0,"ki444,4*A*4.0)à***à.b44",LOC,https://www.wikidata.org/entity/Q48
0,L%tt,PERSON,https://www.wikidata.org/entity/Q1043
0,L,PERSON,https://www.wikidata.org/entity/Q1043
0,Mr. ~T!~,PERSON,https://www.wikidata.org/entity/Q295107
0,W,LOC,https://www.wikidata.org/entity/Q1741
0,S-Y----lb-.~-5,LOC,https://www.wikidata.org/entity/Q38
0,"o ,-... i-",PERSON,https://www.wikidata.org/entity/Q11902420
0,O,LOC,https://www.wikidata.org/entity/Q23397
0,/VW,ORG,https://www.wikidata.org/entity/Q246
0,I.v-.~~7~CL,LOC,https://www.wikidata.org/entity/Q298
0,.v..«....... •¦••-•-•-`---: — • • v,PERSON,https://www.wikidata.org/entity/Q28872381
0,LA~V.4,LOC,https://www.wikidata.org/entity/Q819
0,"4-A""?k",LOC,https://www.wikidata.org/entity/Q48
0,A,LOC,https://www.wikidata.org/entity/Q48
0,V S . A,LOC,https://www.wikidata.org/entity/Q30
0,A.,LOC,https://www.wikidata.org/entity/Q48
0,NO,LOC,https://www.wikidata.org/entity/Q20
0,A,LOC,https://www.wikidata.org/entity/Q48
0,A,LOC,https://www.wikidata.org/entity/Q48
0,"L_Apvldik._nalke_IA-4"",",PERSON,https://www.wikidata.org/entity/Q1043
0,"/L. __(94<4_92,,Li",LOC,https://www.wikidata.org/entity/Q47622860
0,MYR,ORG,https://www.wikidata.org/entity/
0,UN,ORG,https://www.wikidata.org/entity/Q1065
0,Nucleo Operativo dei32.86,ORG,https://www.wikidata.org/entity/
0,Cecilia,PERSON,https://www.wikidata.org/entity/Q80513
0,Sparti,LOC,https://www.wikidata.org/entity/Q5690
0,Paolo,PERSON,https://www.wikidata.org/entity/Q9200
0,Roma,LOC,https://www.wikidata.org/entity/Q220
0,via,LOC,https://www.wikidata.org/entity/Q34442
0,via,LOC,https://www.wikidata.org/entity/Q34442
0,Goden,PERSON,https://www.wikidata.org/entity/Q41390
0,Cicerone,PERSON,https://www.wikidata.org/entity/Q1541
0,Roma,LOC,https://www.wikidata.org/entity/Q220
0,Bologna,LOC,https://www.wikidata.org/entity/Q1891
0,Belsito,LOC,https://www.wikidata.org/entity/Q53837
0,Pasqua,ORG,https://www.wikidata.org/entity/Q21196
0,AL,LOC,https://www.wikidata.org/entity/Q222
0,Luigi Ciavardini,PERSON,https://www.wikidata.org/entity/Q3839492
0,Bologna,LOC,https://www.wikidata.org/entity/Q1891
0,magistrato,ORG,https://www.wikidata.org/entity/Q3154693
0,Mario Amato,PERSON,https://www.wikidata.org/entity/Q3848276
0,Roma,LOC,https://www.wikidata.org/entity/Q220
0,Bologna,LOC,https://www.wikidata.org/entity/Q1891
0,Gilberto Cavallini,PERSON,https://www.wikidata.org/entity/Q3764220
0,Luigi Ciavardini,PERSON,https://www.wikidata.org/entity/Q3839492
0,Valerio Fioravanti,PERSON,https://www.wikidata.org/entity/Q4007877
0,Stefano Soderini,PERSON,https://www.wikidata.org/entity/Q3972729
0,Pasquale Belsito,PERSON,https://www.wikidata.org/entity/Q3896999
0,Bologna,LOC,https://www.wikidata.org/entity/Q1891
0,Gilberto Cavallini,PERSON,https://www.wikidata.org/entity/Q3764220
0,Luigi Ciavardini,PERSON,https://www.wikidata.org/entity/Q3839492
0,Luigi. Ciavardiní,PERSON,https://www.wikidata.org/entity/Q3839492
0,via,LOC,https://www.wikidata.org/entity/Q34442
0,Roma,LOC,https://www.wikidata.org/entity/Q220
0,Sordi,LOC,https://www.wikidata.org/entity/Q43036
0,Pasquale Belsito,PERSON,https://www.wikidata.org/entity/Q3896999
0,Libano,LOC,https://www.wikidata.org/entity/Q822
0,Luigi Ciavardini,PERSON,https://www.wikidata.org/entity/Q3839492
0,Lo,LOC,https://www.wikidata.org/entity/Q34442
0,Cavallini,PERSON,https://www.wikidata.org/entity/Q316009
0,Cia,ORG,https://www.wikidata.org/entity/Q37230
0,Jonio,LOC,https://www.wikidata.org/entity/Q37495
0,Giulio Cesare,PERSON,https://www.wikidata.org/entity/Q1048
0,Sordi,LOC,https://www.wikidata.org/entity/Q43036
0,tre,LOC,https://www.wikidata.org/entity/Q10884
0,Amato,PERSON,https://www.wikidata.org/entity/Q202209
0,Ao,LOC,https://www.wikidata.org/entity/Q40
0,Alessandro. Alibrandi,PERSON,https://www.wikidata.org/entity/Q3609802
0,Libano,LOC,https://www.wikidata.org/entity/Q822
0,Sordi,LOC,https://www.wikidata.org/entity/Q43036
0,Valerio Fioravanti,PERSON,https://www.wikidata.org/entity/Q4007877
0,Francesca Mambro,PERSON,https://www.wikidata.org/entity/Q3749418
0,A,LOC,https://www.wikidata.org/entity/Q48
0,Francesca Mambro,PERSON,https://www.wikidata.org/entity/Q3749418
0,Alessandro Alibrandi,PERSON,https://www.wikidata.org/entity/Q3609802
0,Roma,LOC,https://www.wikidata.org/entity/Q220
0,Carabinieri,ORG,https://www.wikidata.org/entity/Q54852
0,Valerio Fioravanti,PERSON,https://www.wikidata.org/entity/Q4007877
0,Francesca Mambro,PERSON,https://www.wikidata.org/entity/Q3749418
0,Paolo Signorelli,PERSON,https://www.wikidata.org/entity/Q3894473
0,Valerio Fioravanti,PERSON,https://www.wikidata.org/entity/Q4007877
0,Walter Sordi,PERSON,https://www.wikidata.org/entity/Q4018017
0,Roma,LOC,https://www.wikidata.org/entity/Q220
0,Walter Sordi,PERSON,https://www.wikidata.org/entity/Q4018017
0,Terza Posizione,ORG,https://www.wikidata.org/entity/Q3984889
0,Terza Posizione,ORG,https://www.wikidata.org/entity/Q3984889
0,tre,LOC,https://www.wikidata.org/entity/Q10884
0,mesi,PERSON,https://www.wikidata.org/entity/Q236804
0,Giulio Cesare,PERSON,https://www.wikidata.org/entity/Q1048
0,Lo,LOC,https://www.wikidata.org/entity/Q34442
0,Terza Posizione,ORG,https://www.wikidata.org/entity/Q3984889
0,Salaria,LOC,https://www.wikidata.org/entity/Q34585
0,Amato,PERSON,https://www.wikidata.org/entity/Q202209
0,Amato,PERSON,https://www.wikidata.org/entity/Q202209
0,Lo,LOC,https://www.wikidata.org/entity/Q34442
0,.-.S C,LOC,https://www.wikidata.org/entity/Q1456
0,Roma,LOC,https://www.wikidata.org/entity/Q220
0,A,LOC,https://www.wikidata.org/entity/Q48
0,Marco Pizzari,PERSON,https://www.wikidata.org/entity/Q3846369
0,Ama,LOC,https://www.wikidata.org/entity/Q3805
0,Roma,LOC,https://www.wikidata.org/entity/Q220
0,Rosario Priore,PERSON,https://www.wikidata.org/entity/Q3941380
0,Cecilia,PERSON,https://www.wikidata.org/entity/Q80513
0,Cia,ORG,https://www.wikidata.org/entity/Q37230
0,Marco Pizzari,PERSON,https://www.wikidata.org/entity/Q3846369
0,piazza Mazzini,LOC,https://www.wikidata.org/entity/Q112894640
0,Giulio Cesare,PERSON,https://www.wikidata.org/entity/Q1048
0,Marco Pizzari,PERSON,https://www.wikidata.org/entity/Q3846369
0,Ban,LOC,https://www.wikidata.org/entity/Q180516
0,tre,LOC,https://www.wikidata.org/entity/Q10884
0,rotta,LOC,https://www.wikidata.org/entity/Q34442
0,Loreti,PERSON,https://www.wikidata.org/entity/Q713941
0,Giulio Cesare,PERSON,https://www.wikidata.org/entity/Q1048
0,via,LOC,https://www.wikidata.org/entity/Q34442
0,San Godenzo,LOC,https://www.wikidata.org/entity/Q82833
0,strada,LOC,https://www.wikidata.org/entity/Q34442
0,Lo,LOC,https://www.wikidata.org/entity/Q34442
0,lanò,LOC,https://www.wikidata.org/entity/Q42329
0,tre,LOC,https://www.wikidata.org/entity/Q10884
0,guardia,ORG,https://www.wikidata.org/entity/Q2368252
0,via,LOC,https://www.wikidata.org/entity/Q34442
0,San Godenzo,LOC,https://www.wikidata.org/entity/Q82833
0,Fu,LOC,https://www.wikidata.org/entity/Q23397
0,via,LOC,https://www.wikidata.org/entity/Q34442
0,San Godenzo,LOC,https://www.wikidata.org/entity/Q82833
0,Cecilia,PERSON,https://www.wikidata.org/entity/Q80513
0,Roma,LOC,https://www.wikidata.org/entity/Q220
0,Roma,LOC,https://www.wikidata.org/entity/Q220
0,Ama,LOC,https://www.wikidata.org/entity/Q3805
0,Cristiano Fioravanti,PERSON,https://www.wikidata.org/entity/Q3697453
0,Roma,LOC,https://www.wikidata.org/entity/Q220
0,Ao,LOC,https://www.wikidata.org/entity/Q40
0,Stefano Soderini,PERSON,https://www.wikidata.org/entity/Q3972729
0,Pasquale Belsito,PERSON,https://www.wikidata.org/entity/Q3896999
0,Luigi Ciavardini,PERSON,https://www.wikidata.org/entity/Q3839492
0,Giorgio Vale,PERSON,https://www.wikidata.org/entity/Q3765804
0,Roma,LOC,https://www.wikidata.org/entity/Q220
0,Cristiano Fioravantí,PERSON,https://www.wikidata.org/entity/Q3697453
0,Roma,LOC,https://www.wikidata.org/entity/Q220
0,Francia,LOC,https://www.wikidata.org/entity/Q142
0,Giorgio Vale,PERSON,https://www.wikidata.org/entity/Q3765804
0,Gilberto Cavallini,PERSON,https://www.wikidata.org/entity/Q3764220
0,Vale,LOC,https://www.wikidata.org/entity/Q834
0,Vale,LOC,https://www.wikidata.org/entity/Q834
0,Col,LOC,https://www.wikidata.org/entity/Q739
0,Sparti,LOC,https://www.wikidata.org/entity/Q5690
0,Sparti,LOC,https://www.wikidata.org/entity/Q5690
0,Roma,LOC,https://www.wikidata.org/entity/Q220
0,Amato,PERSON,https://www.wikidata.org/entity/Q202209
0,Alessandro Alibrandi,PERSON,https://www.wikidata.org/entity/Q3609802
0,Per,PERSON,https://www.wikidata.org/entity/Q33923
0,Alessandro Alibrandi,PERSON,https://www.wikidata.org/entity/Q3609802
0,Roma,LOC,https://www.wikidata.org/entity/Q220
0,Amato,PERSON,https://www.wikidata.org/entity/Q202209
0,Roma,LOC,https://www.wikidata.org/entity/Q220
0,Venditti,PERSON,https://www.wikidata.org/entity/Q561484
0,La,LOC,https://www.wikidata.org/entity/Q1588
0,Venditti,PERSON,https://www.wikidata.org/entity/Q561484
0,Terza Posizione,ORG,https://www.wikidata.org/entity/Q3984889
0,Roma,LOC,https://www.wikidata.org/entity/Q220
0,A,LOC,https://www.wikidata.org/entity/Q48
0,Terza Posizione,ORG,https://www.wikidata.org/entity/Q3984889
0,A,LOC,https://www.wikidata.org/entity/Q48
0,Roma,LOC,https://www.wikidata.org/entity/Q220
0,Venditti,PERSON,https://www.wikidata.org/entity/Q561484
0,Elena,PERSON,https://www.wikidata.org/entity/Q170164
0,Roma,LOC,https://www.wikidata.org/entity/Q220
0,Luigi Ciavardini,PERSON,https://www.wikidata.org/entity/Q3839492
0,Venditti,PERSON,https://www.wikidata.org/entity/Q561484
0,Paolo,PERSON,https://www.wikidata.org/entity/Q9200
0,Bologna,LOC,https://www.wikidata.org/entity/Q1891
0,teste,LOC,https://www.wikidata.org/entity/Q4115189
0,Fu,LOC,https://www.wikidata.org/entity/Q23397
0,Amato,PERSON,https://www.wikidata.org/entity/Q202209
0,Amato,PERSON,https://www.wikidata.org/entity/Q202209
0,Roma,LOC,https://www.wikidata.org/entity/Q220
0,fascista,ORG,https://www.wikidata.org/entity/Q6223
0,Paolo,PERSON,https://www.wikidata.org/entity/Q9200
0,Bologna,LOC,https://www.wikidata.org/entity/Q1891
0,A,LOC,https://www.wikidata.org/entity/Q48
0,Cristiano Fioravanti,PERSON,https://www.wikidata.org/entity/Q3697453
0,Bologna,LOC,https://www.wikidata.org/entity/Q1891
0,romana,ORG,https://www.wikidata.org/entity/Q3329276
0,Cristiano Fioravanti,PERSON,https://www.wikidata.org/entity/Q3697453
0,Radio Città Futura,ORG,https://www.wikidata.org/entity/Q3928712
0,Roma,LOC,https://www.wikidata.org/entity/Q220
0,progetto,ORG,https://www.wikidata.org/entity/Q170584
0,Ma,LOC,https://www.wikidata.org/entity/Q2
0,Dario Pedretti,PERSON,https://www.wikidata.org/entity/Q3702638
0,via,LOC,https://www.wikidata.org/entity/Q34442
0,con,PERSON,https://www.wikidata.org/entity/Q5997110
0,Cristiano Fioravanti,PERSON,https://www.wikidata.org/entity/Q3697453
0,face,ORG,https://www.wikidata.org/entity/Q355
0,Adriano,PERSON,https://www.wikidata.org/entity/Q1427
0,Avanguardia Nazionale,ORG,https://www.wikidata.org/entity/Q790144
0,Alessandro Alibrandi,PERSON,https://www.wikidata.org/entity/Q3609802
0,Tale,PERSON,https://www.wikidata.org/entity/Q36303
0,Cristiano Fioravanti,PERSON,https://www.wikidata.org/entity/Q3697453
0,gruppo,ORG,https://www.wikidata.org/entity/Q19969128
0,gruppo,ORG,https://www.wikidata.org/entity/Q19969128
0,Taranto,LOC,https://www.wikidata.org/entity/Q13498
0,Milano,LOC,https://www.wikidata.org/entity/Q490
0,Vale,LOC,https://www.wikidata.org/entity/Q834
0,Amato,PERSON,https://www.wikidata.org/entity/Q202209
0,Francesca Mambro,PERSON,https://www.wikidata.org/entity/Q3749418
0,Giulio Cesare,PERSON,https://www.wikidata.org/entity/Q1048
0,Per,PERSON,https://www.wikidata.org/entity/Q33923
0,Roma,LOC,https://www.wikidata.org/entity/Q220
0,teste,LOC,https://www.wikidata.org/entity/Q4115189
0,gruppo,ORG,https://www.wikidata.org/entity/Q19969128
0,Francesca Mambro,PERSON,https://www.wikidata.org/entity/Q3749418
0,Veneto,LOC,https://www.wikidata.org/entity/Q1243
0,Vale,LOC,https://www.wikidata.org/entity/Q834
0,Roma,LOC,https://www.wikidata.org/entity/Q220
0,Valerio Fioravanti,PERSON,https://www.wikidata.org/entity/Q4007877
0,moto,PERSON,https://www.wikidata.org/entity/Q11233696
0,moto,PERSON,https://www.wikidata.org/entity/Q11233696
0,Cristiano Fioravanti,PERSON,https://www.wikidata.org/entity/Q3697453
0,Bologna,LOC,https://www.wikidata.org/entity/Q1891
0,Bologna,LOC,https://www.wikidata.org/entity/Q1891
0,Paolo,PERSON,https://www.wikidata.org/entity/Q9200
0,Massimiliano Fachini,PERSON,https://www.wikidata.org/entity/Q16576914
0,Sergio Calore,PERSON,https://www.wikidata.org/entity/Q3956049
0,dine,PERSONORGLOC,https://www.wikidata.org/entity/Q108266
0,Paolo,PERSON,https://www.wikidata.org/entity/Q9200
0,Signo,LOC,https://www.wikidata.org/entity/Q216978
0,Valerio Fioravanti,PERSON,https://www.wikidata.org/entity/Q4007877
0,Sergio Calore,PERSON,https://www.wikidata.org/entity/Q3956049
0,Signorelli,PERSON,https://www.wikidata.org/entity/Q7031
0,Fu,LOC,https://www.wikidata.org/entity/Q23397
0,Valerio Fioravanti,PERSON,https://www.wikidata.org/entity/Q4007877
0,Luigi Ciavardini,PERSON,https://www.wikidata.org/entity/Q3839492
0,Francesca Mambro,PERSON,https://www.wikidata.org/entity/Q3749418
0,Bologna,LOC,https://www.wikidata.org/entity/Q1891
0,Cristiano Fioravanti,PERSON,https://www.wikidata.org/entity/Q3697453
0,Vale,LOC,https://www.wikidata.org/entity/Q834
0,Francesca Mambro,PERSON,https://www.wikidata.org/entity/Q3749418
0,Valerio Fioravanti,PERSON,https://www.wikidata.org/entity/Q4007877
0,Vale,LOC,https://www.wikidata.org/entity/Q834
0,Giorgio Vale,PERSON,https://www.wikidata.org/entity/Q3765804
0,via,LOC,https://www.wikidata.org/entity/Q34442
0,Decio,PERSON,https://www.wikidata.org/entity/Q1830
0,comodo,LOC,https://www.wikidata.org/entity/Q180516
0,Francesca Mambro,PERSON,https://www.wikidata.org/entity/Q3749418
0,A,LOC,https://www.wikidata.org/entity/Q48
0,Taranto,LOC,https://www.wikidata.org/entity/Q13498
0,Roma,LOC,https://www.wikidata.org/entity/Q220
0,Vale,LOC,https://www.wikidata.org/entity/Q834
0,So,LOC,https://www.wikidata.org/entity/Q23397
0,A,LOC,https://www.wikidata.org/entity/Q48
0,Palermo,LOC,https://www.wikidata.org/entity/Q2656
0,A,LOC,https://www.wikidata.org/entity/Q48
0,Roma,LOC,https://www.wikidata.org/entity/Q220
0,Cavallini,PERSON,https://www.wikidata.org/entity/Q316009
0,Valerio Fioravanti,PERSON,https://www.wikidata.org/entity/Q4007877
0,Valerio Fioravanti,PERSON,https://www.wikidata.org/entity/Q4007877
0,Treviso,LOC,https://www.wikidata.org/entity/Q5475
0,A,LOC,https://www.wikidata.org/entity/Q48
0,Treviso,LOC,https://www.wikidata.org/entity/Q5475
0,La,LOC,https://www.wikidata.org/entity/Q1588
0,Bologna,LOC,https://www.wikidata.org/entity/Q1891
0,La,LOC,https://www.wikidata.org/entity/Q1588
0,Mestre,LOC,https://www.wikidata.org/entity/Q541405
0,Venezia,LOC,https://www.wikidata.org/entity/Q641
0,Chioggia,LOC,https://www.wikidata.org/entity/Q55416
0,Fu,LOC,https://www.wikidata.org/entity/Q23397
0,Cavallini,PERSON,https://www.wikidata.org/entity/Q316009
0,Roma,LOC,https://www.wikidata.org/entity/Q220
0,Amato,PERSON,https://www.wikidata.org/entity/Q202209
0,Amato,PERSON,https://www.wikidata.org/entity/Q202209
0,Amato,PERSON,https://www.wikidata.org/entity/Q202209
0,Roma,LOC,https://www.wikidata.org/entity/Q220
0,via,LOC,https://www.wikidata.org/entity/Q34442
0,Rattazzi,PERSON,https://www.wikidata.org/entity/Q449387
0,Dr,PERSON,https://www.wikidata.org/entity/Q327322
0,Amato,PERSON,https://www.wikidata.org/entity/Q202209
0,A,LOC,https://www.wikidata.org/entity/Q48
0,A,LOC,https://www.wikidata.org/entity/Q48
0,Cia,ORG,https://www.wikidata.org/entity/Q37230
0,Treviso,LOC,https://www.wikidata.org/entity/Q16292
0,Padova,LOC,https://www.wikidata.org/entity/Q617
0,Palermo,LOC,https://www.wikidata.org/entity/Q2656
0,Man,LOC,https://www.wikidata.org/entity/Q9676
0,A,LOC,https://www.wikidata.org/entity/Q48
0,progetto,ORG,https://www.wikidata.org/entity/Q170584
0,Pierluigi Concutelli,PERSON,https://www.wikidata.org/entity/Q3903095
0,progetto,ORG,https://www.wikidata.org/entity/Q170584
0,Puglia,LOC,https://www.wikidata.org/entity/Q1447
0,tre,LOC,https://www.wikidata.org/entity/Q10884
0,Jesolo,LOC,https://www.wikidata.org/entity/Q47281
0,25 — 26,LOC,https://www.wikidata.org/entity/Q26532882
0,Francesca Mambro,PERSON,https://www.wikidata.org/entity/Q3749418
0,Bologna,LOC,https://www.wikidata.org/entity/Q1891
0,Roma,LOC,https://www.wikidata.org/entity/Q220
0,Francesca Mambro,PERSON,https://www.wikidata.org/entity/Q3749418
0,Roma,LOC,https://www.wikidata.org/entity/Q220
0,Per,PERSON,https://www.wikidata.org/entity/Q33923
0,percorso,LOC,https://www.wikidata.org/entity/Q34442
0,Valerio Fioravanti,PERSON,https://www.wikidata.org/entity/Q4007877
0,La,LOC,https://www.wikidata.org/entity/Q1588
0,Valerio Fioravanti,PERSON,https://www.wikidata.org/entity/Q4007877
0,A,LOC,https://www.wikidata.org/entity/Q48
0,Valerio Fioravanti,PERSON,https://www.wikidata.org/entity/Q4007877
0,Francesca Mambro,PERSON,https://www.wikidata.org/entity/Q3749418
0,La,LOC,https://www.wikidata.org/entity/Q1588
0,Palermo,LOC,https://www.wikidata.org/entity/Q2656
0,Brigate Rosse,ORG,https://www.wikidata.org/entity/Q194019
0,Treviso,LOC,https://www.wikidata.org/entity/Q5475
0,Ira,LOC,https://www.wikidata.org/entity/Q794
0,Treviso,LOC,https://www.wikidata.org/entity/Q5475
0,Roma,LOC,https://www.wikidata.org/entity/Q220
0,Pasqua,ORG,https://www.wikidata.org/entity/Q21196
0,Pasqua,ORG,https://www.wikidata.org/entity/Q21196
0,con,PERSON,https://www.wikidata.org/entity/Q5997110
0,Giulio Cesare,PERSON,https://www.wikidata.org/entity/Q1048
0,Giulio Cesare,PERSON,https://www.wikidata.org/entity/Q1048
0,Roma,LOC,https://www.wikidata.org/entity/Q220
